Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201906677,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/05937,16 Aug 2019,,-,"- - -
","F02D 41/22,F02D 9/02,F02M 26/06,F02M 26/10","NISSAN MOTOR CO., LTD."
P00201906678,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05938,16 Aug 2019,,-,"2017-010568 24 Jan 2017 JP
","B60L 15/20,B60L 7/14,B60L 9/18","NISSAN MOTOR CO., LTD."
P00201707238,IDP000058931,,(PA) Diberi Paten,2018/04278,20 Apr 2018,18 Oct 2017,20 Mar 2015,"- - -
","B60K 6/442,B60K 6/543,B60W 10/10,B60W 10/18,B60W 20/00,F16H 61/04","NISSAN MOTOR CO., LTD."
P00201506503,IDP000056638,,(PA) Diberi Paten,2017/03220,31 Mar 2017,12 Oct 2015,24 Mar 2014,"2013-072261 29 Mar 2013 JP
","B60L 11/18,B60L 3/00,H02J 5/00,H02J 7/02","NISSAN MOTOR CO., LTD."
P00201602419,IDP000056644,,(PA) Masa Tenggang Dihapuskan,2017/05662,26 May 2017,11 Apr 2016,10 Oct 2013,"- - -
","B60K 17/35,B60L 7/10","NISSAN MOTOR CO., LTD,"
P00201506506,IDP000050609,,(PA) Diberi Paten,2017/00033,06 Jan 2017,12 Oct 2015,24 Mar 2014,"2013-072256 29 Mar 2013 JP
","B60L 11/18,B60M 7/00,H02J 7/00","NISSAN MOTOR CO., LTD."
P00201506211,IDP000052889,,(PA) Diberi Paten,2017/03504,07 Apr 2017,02 Oct 2015,04 Mar 2013,"- - -
","B60R 25/0215,B62D 1/184","NISSAN MOTOR CO., LTD."
P00201900384,IDP000070085,,(PA) Diberi Paten,2019/01890,15 Mar 2019,16 Jan 2019,13 Jul 2016,"- - -
",F02D 45/00,"NISSAN MOTOR CO., LTD."
P00201602487,IDP000058327,,(PA) Diberi Paten,2017/05664,26 May 2017,13 Apr 2016,28 Oct 2013,"- - -
","B60K 1/04,B62D 25/08,B62D 43/06","NISSAN MOTOR CO., LTD."
P00201708846,IDP000057389,,(PA) Diberi Paten,2018/05395,25 May 2018,08 Dec 2017,12 May 2015,"- - -
","B60L 11/14,B60L 11/18,B60R 16/033,H02J 7/14","NISSAN MOTOR CO., LTD."
P00201901008,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/03809,31 May 2019,,-,"2016-134042 06 Jul 2016 JP
","B60R 21/00,B60W 30/10,B60W 40/06","NISSAN MOTOR CO., LTD."
P00201704744,IDP000072376,,(PA) Diberi Paten,2018/00569,19 Jan 2018,19 Jul 2017,26 Jan 2015,"- - -
","B05C 9/14,F26B 15/12,F26B 15/14,F26B 21/00","NISSAN MOTOR CO., LTD."
P00201508013,IDP000055244,,(PA) Diberi Paten,2017/04350,28 Apr 2017,01 Dec 2015,28 Mar 2014,"2013-117786 04 Jun 2013 JP
","F01L 1/356,F02D 13/02,F02D 17/00,F02D 29/02,F02D 41/04","NISSAN MOTOR CO., LTD."
P00201506509,IDP000055886,,(PA) Diberi Paten,2017/00036,06 Jan 2017,12 Oct 2015,24 Mar 2014,"2013-072234 29 Mar 2013 JP
","B60L 11/18,B60M 7/00,H02J 17/00,H02J 7/00","NISSAN MOTOR CO., LTD."
P00201811218,IDP000069156,,(PA) Diberi Paten,2019/00108,11 Jan 2019,28 Dec 2018,21 Jun 2016,"- - -
",H02P 27/08,"NISSAN MOTOR CO., LTD."
P00201703822,IDP000059004,,(PA) Diberi Paten,2017/13630,15 Dec 2017,14 Jun 2017,20 Nov 2014,"- - -
","F16D 48/02,F16D 48/06,F16D 48/08","NISSAN MOTOR CO., LTD."
P00201901015,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03526,24 May 2019,,-,"2016-133354 05 Jul 2016 JP
","B60W 30/12,B62D 6/00","NISSAN MOTOR CO., LTD."
P00201900188,,-,(PA) Pengecekan Pembayaran Substantif,2019/00353,18 Jan 2019,,-,"- - -
",-,"NISSAN MOTOR CO., LTD."
P00201505388,IDP000058365,,(PA) Diberi Paten,2017/00548,03 Feb 2017,02 Sep 2015,13 Feb 2014,"2013-028442 15 Feb 2013 JP
","B23K 103/04,B23K 26/08,B23K 26/21,B23K 26/32","NISSAN MOTOR CO., LTD."
P00201900263,IDP000068336,,(PA) Diberi Paten,2019/00501,25 Jan 2019,11 Jan 2019,21 Jun 2016,"- - -
","H01F 27/28,H01F 5/06","NISSAN MOTOR CO., LTD."
P00201801149,IDP000060481,,(PA) Diberi Paten,2018/07640,27 Jul 2018,14 Feb 2018,27 Jul 2015,"- - -
","G01C 21/34,G08G 1/0969","NISSAN MOTOR CO., LTD."
P00201801219,IDP000070561,,(PA) Diberi Paten,2018/07913,27 Jul 2018,28 Jul 2015,28 Jul 2015,"- - -
","B60R 21/00,G08G 1/16","NISSAN MOTOR CO., LTD."
P00201801225,IDP000065351,,(PA) Diberi Paten,2018/07923,27 Jul 2018,19 Feb 2018,28 Jul 2015,"- - -
","B60K 31/00,B60R 21/00,G08G 1/16","NISSAN MOTOR CO., LTD."
P00201800350,IDP000059086,,(PA) Diberi Paten,2018/07395,20 Jul 2018,15 Jan 2018,23 Jun 2015,"- - -
","H02M 7/48,H02M 7/5387","NISSAN MOTOR CO., LTD."
P00201801357,IDP000067396,,(PA) Diberi Paten,2018/07641,27 Jul 2018,23 Feb 2018,27 Jul 2015,"- - -
","G01C 21/26,G08G 1/0969","NISSAN MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201902036,IDP000072712,,(PA) Diberi Paten,2019/02617,12 Apr 2019,08 Mar 2019,06 Sep 2016,"- - -
","B60K 6/485,B60W 10/08,B60W 20/17,B60W 30/20",NISSAN MOTOR CO.. LTD.
P00201902755,IDP000071964,,(PA) Diberi Paten,2019/05042,12 Jul 2019,29 Mar 2019,16 Sep 2016,"- - -
",F16H 61/02,"NISSAN MOTOR CO., LTD."
P00201808288,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/12687,07 Dec 2018,,-,"2016-056445 22 Mar 2016 JP
","B60R 16/03,H01M 10/44,H01M 10/48,H01M 2/10,H02J 7/14","NISSAN MOTOR CO., LTD."
P00201800027,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/06081,08 Jun 2018,,-,"- - -
",-,"NISSAN MOTOR CO., LTD."
P00201800030,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/07036,20 Jul 2018,,-,"1556428 07 Jul 2015 FR
",-,"NISSAN MOTOR CO., LTD."
P00201800032,IDP000058859,,(PA) Diberi Paten,2018/06974,13 Jul 2018,03 Jan 2018,09 Jun 2015,"- - -
","B60K 6/442,B60K 6/547,B60L 11/14,B60W 10/00,B60W 10/08,B60W 20/00","NISSAN MOTOR CO., LTD."
P00201801222,,-,(PA) Pemeriksa Substantif,2018/07919,27 Jul 2018,,-,"- - -
","B60R 21/00,G08G 1/16","NISSAN MOTOR CO., LTD."
P00201903408,,-,(PA) Persetujuan Direktur untuk Diberi,2019/03116,10 May 2019,,-,"- - -
",B60W 30/06,"NISSAN MOTOR CO., LTD."
P00201800348,IDP000071537,,(PA) Diberi Paten,2018/07391,20 Jul 2018,15 Jan 2018,23 Jun 2015,"- - -
",F02M 25/08,"NISSAN MOTOR CO., LTD."
P00201801358,IDP000063125,,(PA) Diberi Paten,2018/07653,27 Jul 2018,23 Feb 2018,30 Jul 2015,"- - -
","B60K 35/00,F02D 15/00,F02D 29/02","NISSAN MOTOR CO., LTD."
P00201801359,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/07987,03 Aug 2018,,-,"- - -
",B60L 7/24,"NISSAN MOTOR CO., LTD."
P00201709197,IDP000058103,,(PA) Diberi Paten,2018/05809,31 May 2018,18 Dec 2017,22 May 2015,"- - -
",B25J 19/06,"NISSAN MOTOR CO., LTD."
P00201808294,IDP000061410,,(PA) Diberi Paten,2018/11533,25 Oct 2018,17 Oct 2018,22 Mar 2016,"- - -
",B62D 25/20,"NISSAN MOTOR CO., LTD."
P00201902873,,-,(PA) Pemeriksa Substantif,2019/05705,09 Aug 2019,,-,"- - -
","B60R 21/00,B60W 30/06,G05D 1/00","NISSAN MOTOR CO.,LTD."
P00201702350,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2017/12826,24 Nov 2017,,-,"- - -
",F16C 9/02,"NISSAN MOTOR CO., LTD."
P00201800416,IDP000060658,,(PA) Diberi Paten,2018/07363,20 Jul 2018,17 Jan 2018,24 Jun 2015,"- - -
","B60K 6/442,B60K 6/547,B60W 10/06,B60W 10/08,B60W 20/13","NISSAN MOTOR CO., LTD."
P00201800236,IDP000059468,,(PA) Diberi Paten,2018/07389,20 Jul 2018,10 Jan 2018,15 Jun 2015,"- - -
",-,"NISSAN MOTOR CO., LTD."
P00201906673,IDP000072877,,(PA) Pembuatan Sertifikat,2019/05932,16 Aug 2019,24 Jan 2017,24 Jan 2017,"- - -
",B60L 9/18,"NISSAN MOTOR CO., LTD."
P00201709113,IDP000058660,,(PA) Diberi Paten,2018/05444,25 May 2018,15 Dec 2017,20 May 2015,"- - -
","H02K 5/20,H02K 9/02","NISSAN MOTOR CO., LTD."
PID201802849,IDP000070861,,(PA) Diberi Paten,2018/07775,27 Jul 2018,30 Sep 2015,30 Sep 2015,"- - -
",H02P 27/06,"NISSAN MOTOR CO., LTD."
P00201903662,,-,(PA) Pelayanan Teknis,2019/05762,09 Aug 2019,,-,"- - -
","B60R 21/00,B60W 30/06,G08G 1/16,B60W 50/14","NISSAN MOTOR CO.,LTD."
P00201902035,IDP000072872,,(PA) Pembuatan Sertifikat,2019/03787,31 May 2019,08 Mar 2019,23 Aug 2016,"- - -
",H02M 7/48,"NISSAN MOTOR CO., LTD."
PID201902598,,-,(PA) Pelayanan Teknis,2019/05715,09 Aug 2019,,-,"1658953 23 Sep 2016 FR
",F16H 61/04,"NISSAN MOTOR CO., LTD"
P00201709204,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2018/06040,08 Jun 2018,,-,"- - -
",-,"NISSAN MOTOR CO., LTD."
P00201801226,IDP000070562,,(PA) Diberi Paten,2018/07926,27 Jul 2018,19 Feb 2018,28 Jul 2015,"- - -
","B60R 21/00,G08G 1/16","NISSAN MOTOR CO., LTD."
P00201709202,IDP000057349,,(PA) Diberi Paten,2018/06039,08 Jun 2018,18 Dec 2017,22 May 2015,"- - -
","B60R 16/03,B60R 16/04,H02J 7/14","NISSAN MOTOR CO., LTD."
P00201903769,IDP000072874,,(PA) Pembuatan Sertifikat,2019/03561,24 May 2019,03 May 2019,13 Oct 2016,"- - -
","B60W 30/06,B60W 30/08,B60W 50/10,G08G 1/16","NISSAN MOTOR CO., LTD."
P00201800573,IDP000066028,,(PA) Diberi Paten,2018/09106,16 Aug 2018,24 Jan 2018,26 Jun 2015,"- - -
","G01C 21/28,G08G 1/0969","NISSAN MOTOR CO., LTD."
P00201707717,IDP000057880,,(PA) Diberi Paten,2018/05464,25 May 2018,01 Nov 2017,03 Apr 2015,"- - -
","F02B 75/04,F02B 75/32","NISSAN MOTOR CO., LTD."
P00201709311,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2018/06041,08 Jun 2018,,-,"- - -
",B25J 19/06,"NISSAN MOTOR CO., LTD."
P00201709313,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2018/06042,08 Jun 2018,,-,"- - -
","H02K 9/19,H02M 7/48,H02K 11/00","NISSAN MOTOR CO., LTD."
P00201704739,IDP000062928,,(PA) Diberi Paten,2018/00593,19 Jan 2018,19 Jul 2017,26 Jan 2015,"- - -
","B05B 9/04,B05C 11/00,B05D 3/02,B05D 7/14,F26B 9/00","NISSAN MOTOR CO., LTD."
P00201706727,IDP000065450,,(PA) Diberi Paten,2018/04052,20 Apr 2018,02 Oct 2017,04 Mar 2015,"- - -
","F02D 41/34,F02D 45/00","NISSAN MOTOR CO., LTD."
P00201708110,IDP000062894,,(PA) Diberi Paten,2018/05392,25 May 2018,15 Nov 2017,16 Apr 2015,"- - -
","F02D 13/02,F02D 41/04,F02D 41/06,F02D 41/10","NISSAN MOTOR CO., LTD."
P00201708216,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/05394,25 May 2018,,-,"- - -
",G08G 1/09,"NISSAN MOTOR CO., LTD."
P00201707852,IDP000063591,,(PA) Diberi Paten,2018/05226,18 May 2018,06 Nov 2017,07 Apr 2015,"- - -
","F01N 13/00,F01N 3/00,F02D 35/00,F02D 41/14","NISSAN MOTOR CO., LTD."
P00201707914,IDP000061643,,(PA) Diberi Paten,2018/05229,18 May 2018,08 Nov 2017,14 Apr 2015,"- - -
","F02D 41/02,F02D 41/06","NISSAN MOTOR CO., LTD."
P00201800692,IDP000060510,,(PA) Diberi Paten,2018/07404,20 Jul 2018,29 Jan 2018,02 Jul 2015,"- - -
","F02D 15/02,F02D 23/00,F02D 41/04","NISSAN MOTOR CO., LTD."
P00201809044,IDP000070204,,(PA) Diberi Paten,2018/12484,30 Nov 2018,09 Nov 2018,20 Apr 2016,"- - -
","B60R 11/02,G06F 3/01,G06F 3/0346,G06F 3/048","NISSAN MOTOR CO., LTD."
P00201800696,IDP000060389,,(PA) Masa Tenggang Dihapuskan,2018/07405,20 Jul 2018,29 Jan 2018,07 Jul 2015,"- - -
",B60W 20/00,"NISSAN MOTOR CO., LTD."
P00201902387,IDP000071684,,(PA) Diberi Paten,2019/05039,12 Jul 2019,20 Mar 2019,16 Sep 2016,"- - -
","F02D 17/00,F02D 29/02,F02D 45/00","NISSAN MOTOR CO., LTD."
P00201708112,IDP000063592,,(PA) Diberi Paten,2018/05470,25 May 2018,15 Nov 2017,20 Apr 2015,"- - -
","F02D 13/02,F02D 35/02,F02D 41/00,F02D 41/02,F02D 41/04,F02D 41/06,F02D 41/30,F02D 41/34","NISSAN MOTOR CO., LTD."
P00201705607,IDP000058478,,(PA) Diberi Paten,2018/02299,09 Mar 2018,23 Aug 2017,24 Feb 2015,"- - -
","B22D 18/04,B22D 18/06","NISSAN MOTOR CO., LTD."
PID201905358,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05163,19 Jul 2019,,-,"- - -
","F02D 15/02,F02B 75/32","NISSAN MOTOR CO., LTD."
P00201708111,IDP000062895,,(PA) Diberi Paten,2018/05393,25 May 2018,15 Nov 2017,16 Apr 2015,"- - -
","F02D 13/02,F02D 41/10,F02D 43/00,F02P 5/15","NISSAN MOTOR CO., LTD."
P00201904956,,-,(PA) Pelayanan Teknis,2019/07332,11 Oct 2019,,-,"1661522 25 Nov 2016 FR
","H02K 3/51,H02K 9/193","NISSAN MOTOR CO., LTD"
W00201301739,IDP000051699,,(PA) Diberi Paten,2013/04430,28 Nov 2013,24 Apr 2013,27 Jul 2011,"2010-223845 01 Oct 2010 JP
",B60K 1/04,"NISSAN MOTOR CO., LTD."
W00201305910,,-,(PA) Ditarik Kembali oleh Pemohon,2015/03588,14 Aug 2015,,-,"2011-116671 25 May 2011 JP
",H01M 4/38,"NISSAN MOTOR CO., LTD."
W00201302086,,-,(PA) Ditarik Kembali oleh Pemohon,2016/02024,25 Mar 2016,,-,"2010-236305 21 Oct 2010 JP
",H01M 8/04,"NISSAN MOTOR CO., LTD."
P00201708011,IDP000063639,,(PA) Diberi Paten,2018/05756,31 May 2018,14 Apr 2015,14 Apr 2015,"- - -
",F16H 61/02,"NISSAN MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201708107,IDP000062091,,(PA) Diberi Paten,2018/05827,08 Jun 2018,15 Nov 2017,20 Apr 2015,"- - -
","H02P 27/08,H02P 6/08","NISSAN MOTOR CO., LTD."
W00201301742,IDP000038820,,(PA) SP3N,2013/04351,28 Nov 2013,24 Apr 2013,30 Sep 2011,"2010-228568 08 Oct 2010 JP
","B60R 19/18,B60R 19/48","NISSAN MOTOR CO., LTD."
W00201302196,IDP000044568,,(PA) Diberi Paten,2016/02120,25 Mar 2016,22 May 2013,29 Sep 2011,"2010-253851 12 Nov 2010 JP
","H01F 27/42,H02J 17/00,H02J 5/00,H04B 5/00","NISSAN MOTOR CO., LTD."
W00201302197,,-,(PA) Ditarik Kembali oleh Pemohon,2015/03624,21 Aug 2015,,-,"2011-185051 26 Aug 2011 JP
","H01M 10/04,H01M 2/02,H01M 2/36","NISSAN MOTOR CO., LTD."
P00201904201,IDP000069946,,(PA) Diberi Paten,2019/04622,28 Jun 2019,01 Nov 2016,01 Nov 2016,"- - -
",H02P 29/64,"NISSAN MOTOR CO., LTD."
P00201904954,IDP000072875,,(PA) Pembuatan Sertifikat,2019/05078,12 Jul 2019,30 Nov 2016,30 Nov 2016,"- - -
",G01C 21/34,"NISSAN MOTOR CO., LTD."
P00201708013,IDP000065383,,(PA) Diberi Paten,2018/05737,31 May 2018,13 Nov 2017,08 Apr 2016,"PCT/JP2015/061470 14 Apr 2015 JP
",F16H 61/02,"NISSAN MOTOR CO., LTD."
W00201301326,IDP000038718,,(PA) Dihapuskan,2014/00321,06 Feb 2014,27 Mar 2013,15 Jun 2012,"2011-142586 28 Jun 2011 JP
","B21H 1/04,H02K 15/02","NISSAN MOTOR CO., LTD."
W00201301980,IDP000051722,,(PA) Masa Tenggang Dihapuskan,2013/04771,12 Dec 2013,08 May 2013,12 Oct 2011,"2010-241796 28 Oct 2010 JP
","B60W 10/02,B60W 20/00","NISSAN MOTOR CO., LTD"
W00201302826,IDP000041356,,(PA) Diberi Paten,2013/04647,12 Dec 2013,21 Jun 2013,27 Dec 2011,"2010-290138 27 Dec 2010 JP
","F02D 29/02,F02D 41/06,F02D 45/00,F02N 11/08","NISSAN MOTOR CO., LTD."
W00201302906,IDP000054696,,(PA) Diberi Paten,2015/05633,21 Dec 2015,26 Jun 2013,07 Dec 2011,"2011-231602 21 Oct 2011 JP
","B21D 43/22,H02K 15/00","NISSAN MOTOR CO., LTD."
W00201305472,,-,(PA) Ditarik Kembali oleh Pemohon,2015/03624,21 Aug 2015,,-,"2011-185051 26 Aug 2011 JP
","H01M 10/04,H01M 2/02,H01M 2/36","NISSAN MOTOR CO., LTD."
W00201301979,,-,(PA) Dianggap Ditarik Kembali (Direktur),2013/04534,28 Nov 2013,,-,"2010-251648 10 Nov 2010 JP
",B60L 3/00,"NISSAN MOTOR CO., LTD."
W00201301327,IDP000041796,,(PA) Diberi Paten,2014/00060,23 Jan 2014,27 Mar 2013,06 Mar 2012,"2011-100747 28 Apr 2011 JP
","B01D 53/94,B01J 23/58,F01N 3/10","NISSAN MOTOR CO., LTD."
W00201301329,IDP000038765,,(PA) Diberi Paten,2014/00359,20 Feb 2014,27 Mar 2013,09 Aug 2011,"2010-195252 01 Sep 2010 JP
",F02D 41/06,"NISSAN MOTOR CO., LTD."
W00201300936,,-,(PA) Persetujuan Direktur untuk Dianggap Ditarik Kembali,2013/04824,02 Jan 2014,,-,"2010-195792 01 Sep 2010 JP
","H01M 10/04,H01M 10/44,H01M 10/48,H01M 2/26,H01M 2/30","NISSAN MOTOR CO., LTD."
W00201304910,IDP000062508,,(PA) Diberi Paten,2014/03124,28 Aug 2014,23 Oct 2013,20 Feb 2012,"2011-096674 25 Apr 2011 JP
",B60C 23/02,"NISSAN MOTOR CO., LTD."
W00201304977,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02276,03 Jul 2014,,-,"2011-085788 07 Apr 2011 JP
","B32B 37/16,H01M 10/04","NISSAN MOTOR CO., LTD."
W00201300567,IDP000037614,,(PA) Masa Tenggang Dihapuskan,2013/02926,25 Jul 2013,08 Feb 2013,05 Jul 2011,"2010-171325 30 Jul 2010 JP
","B60K 35/00,F02D 45/00","NISSAN MOTOR CO., LTD."
W00201302984,IDP000041433,,(PA) Diberi Paten,2014/00687,20 Mar 2014,28 Jun 2013,09 Nov 2011,"2010-275638 10 Dec 2010 JP
",H01M 10/48,"NISSAN MOTOR CO., LTD."
W00201303512,IDP000041070,,(PA) Diberi Paten,2014/04643,27 Nov 2014,29 Jul 2013,11 Apr 2012,"2011-088726 13 Apr 2011 JP
","G06K 9/00,G06T 1/00,G08G 1/16","NISSAN MOTOR CO., LTD."
W00201300008,IDP000042236,,(PA) Diberi Paten,2015/00429,13 Feb 2015,02 Jan 2013,27 May 2011,"2010-129659 07 Jun 2010 JP
",B60J 1/00,"NISSAN MOTOR CO., LTD."
W00201300034,,-,(PA) Ditarik Kembali oleh Pemohon,2013/02283,27 Jun 2013,,-,"2010-129620 07 Jun 2010 JP
",B60K 26/04,"NISSAN MOTOR CO., LTD."
W00201304974,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02251,03 Jul 2014,,-,"2011-085741 07 Apr 2011 JP
",H01M 4/04,"NISSAN MOTOR CO., LTD."
W00201303571,IDP000049588,,(PA) Dihapuskan,2014/01326,05 Jun 2014,31 Jul 2013,16 Dec 2011,"2011-009601 20 Jan 2011 JP
","F02D 11/10,F02D 29/02","NISSAN MOTOR CO., LTD."
W00201304978,,-,(PA) Ditarik Kembali oleh Pemohon,2015/05706,21 Dec 2015,,-,"2011-085738 07 Apr 2011 JP
","B65H 29/24,B65H 37/04,H01M 2/14","NISSAN MOTOR CO., LTD."
W00201300585,,-,(PA) Dianggap Ditarik Kembali (Formalitas),2013/02635,25 Jul 2013,,-,"2010-158419 13 Jul 2010 JP
",H02M 7/48,"NISSAN MOTOR CO., LTD."
W00201302199,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/00356,20 Feb 2014,,-,"2010-264123 26 Nov 2010 JP
",H01M 4/38,"NISSAN MOTOR CO., LTD."
W00201300073,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00865,07 Mar 2016,,-,"2010-132028 09 Jun 2010 JP
",B60R 21/00,"NISSAN MOTOR CO., LTD."
W00201302907,IDP000041574,,(PA) Diberi Paten,2014/00140,23 Jan 2014,26 Jun 2013,16 Nov 2011,"2010-290133 27 Dec 2010 JP
","B60L 11/18,H01M 10/42,H02J 7/00","NISSAN MOTOR CO., LTD."
W00201301738,IDP000044766,,(PA) Diberi Paten,2013/04386,28 Nov 2013,24 Apr 2013,30 Sep 2011,"2011-069127 28 Mar 2011 JP
","A47C 7/02,A47C 7/46,B60N 2/20","NISSAN MOTOR CO., LTD."
W00201301741,IDP000041323,,(PA) Diberi Paten,2013/04223,14 Nov 2013,24 Apr 2013,27 Jul 2011,"2010-223796 01 Oct 2010 JP
","B60K 1/04,B60L 11/18,H01R 13/44,H02G 3/14","NISSAN MOTOR CO., LTD."
W00201302198,IDP000041423,,(PA) Penghapusan,2014/00383,20 Feb 2014,22 May 2013,05 Oct 2011,"2010-260694 23 Nov 2010 JP
","H01H 31/24,H01H 85/02","NISSAN MOTOR CO., LTD."
W00201301740,IDP000044170,,(PA) Diberi Paten,2013/04924,02 Jan 2014,24 Apr 2013,27 Jul 2011,"2010-223847 01 Oct 2010 JP
","B60K 1/04,H02G 3/14","NISSAN MOTOR CO., LTD."
W00201304133,IDP000049078,,(PA) Penghapusan,2014/00757,20 Mar 2014,09 Sep 2013,28 Feb 2012,"2011-051227 09 Mar 2011 JP
",H01M 4/50,"NISSAN MOTOR CO., LTD."
W00201302577,IDP000063015,,(PA) Diberi Paten,2014/00253,06 Feb 2014,17 Feb 2012,17 Feb 2012,"2011-034097 21 Feb 2011 JP
","B60R 1/00,G06T 7/00,G08G 1/16","NISSAN MOTOR CO., LTD."
W00201200035,IDP000035309,,(PA) Pembatalan,2012/03346,26 Jul 2012,04 Jan 2012,06 Jul 2010,"2009-159874 06 Jul 2009 JP
",B62D 43/00,"NISSAN MOTOR CO., LTD."
W00201304909,IDP000040633,,(PA) Diberi Paten,2014/04256,23 Oct 2014,23 Oct 2013,20 Feb 2012,"2011-096948 25 Apr 2011 JP
","B60C 23/04,G01L 17/09","NISSAN MOTOR CO.,LTD."
W00201301330,,-,(PA) Dianggap Ditarik Kembali (Formalitas),2014/04996,11 Dec 2014,,-,"2011-099076 27 Apr 2011 JP
",F16D 41/08,"NISSAN MOTOR CO., LTD."
W00201301331,IDP000050814,,(PA) Diberi Paten,2014/01328,05 Jun 2014,27 Mar 2013,20 Feb 2012,"2011-107744 13 May 2011 JP
","B60C 23/02,B60C 23/04,G01L 17/00,G08C 17/02","NISSAN MOTOR CO., LTD."
W00201304847,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02281,03 Jul 2014,,-,"2011-085742 07 Apr 2011 JP
","B32B 37/16,H01M 10/04","NISSAN MOTOR CO., LTD."
W00201303494,IDP000041484,,(PA) Diberi Paten,2014/03885,09 Oct 2014,26 Jul 2013,16 Nov 2011,"2010-290133 27 Dec 2010 JP
","B60L 11/18,G06F 17/50,H01M 10/44,H02J 7/02","NISSAN MOTOR CO., LTD."
W00201200281,IDP000035495,,(PA) Masa Tenggang Dihapuskan,2012/03406,26 Jul 2012,20 Jan 2012,13 Jul 2010,"2010-088844 07 Apr 2010 JP
","B60Q 1/00,B60Q 1/32,B60R 1/06","NISSAN MOTOR CO., LTD"
W00201305982,IDP000049590,,(PA) Diberi Paten,2015/03647,21 Aug 2015,20 Dec 2013,23 May 2012,"2011-118675 27 May 2011 JP
","B60L 11/18,B60L 5/00,B60M 7/00,H02J 17/00","NISSAN MOTOR CO., LTD."
W00201303568,IDP000055034,,(PA) Diberi Paten,2016/00428,12 Feb 2016,31 Jul 2013,21 Feb 2012,"2011-106850 12 May 2011 JP
","F02P 13/00,H01T 13/08","NISSAN MOTOR CO., LTD."
W00201302085,IDP000052176,,(PA) Diberi Paten,2014/04423,06 Nov 2014,15 May 2013,30 Sep 2011,"2010-235177 20 Oct 2010 JP
",B60T 8/00,"NISSAN MOTOR CO., LTD."
W00201305912,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2015/00489,20 Feb 2015,,-,"2011-116710 25 May 2011 JP
","C22C 45/00,C22C 45/10,H01M 4/38","NISSAN MOTOR CO., LTD."
W00201305913,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2015/00268,05 Feb 2015,,-,"2011-116536 25 May 2011 JP
","C22C 30/00,C22C 30/04,H01M 10/052,H01M 4/04,H01M 4/38","NISSAN MOTOR CO., LTD."
W00201301494,IDP000039281,,(PA) Diberi Paten,2014/00098,23 Jan 2014,10 Apr 2013,09 Aug 2011,"2010-216384 28 Sep 2010 JP
",B60L 3/00,"NISSAN MOTOR CO., LTD."
W00201300568,IDP000054908,,(PA) Diberi Paten,2017/11439,13 Oct 2017,08 Feb 2013,29 Jun 2011,"2010-157500 12 Jul 2010 JP
","B60R 16/02,F02N 11/08,F02N 15/00","NISSAN MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
W00201300569,IDP000040451,,(PA) Diberi Paten,2013/02301,27 Jun 2013,08 Feb 2013,29 Aug 2011,"2010-213638 24 Sep 2010 JP
",B60K 15/00,"NISSAN MOTOR CO., LTD."
